Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.171102	Src1	0	9	LastDelay	0.0967941	96794.1	1	6
0.171102	Src1	0	9	FullDelay	0.0967941	96794.1	1	6
0.175568	Src1	0	10	LastDelay	0.093139	93139	1	6
0.175568	Src1	0	10	FullDelay	0.093139	93139	1	6
0.177367	Src2	0	11	LastDelay	0.0418632	41863.2	1	3
0.177367	Src2	0	11	FullDelay	0.0418632	41863.2	1	3
0.178744	Rtr3	0	10	LastDelay	0.0800353	80035.3	1	4
0.178744	Rtr3	0	10	FullDelay	0.0800353	80035.3	1	4
0.181041	Rtr1	0	10	LastDelay	0.0800353	80035.3	1	5
0.181041	Rtr1	0	10	FullDelay	0.0800353	80035.3	1	5
0.18111	Rtr17	0	9	LastDelay	0.107988	107988	1	7
0.18111	Rtr17	0	9	FullDelay	0.107988	107988	1	7
0.184794	Rtr11	0	16	LastDelay	0.0400018	40001.8	1	2
0.184794	Rtr11	0	16	FullDelay	0.0400018	40001.8	1	2
0.185576	Rtr17	0	10	LastDelay	0.110409	110409	1	7
0.185576	Rtr17	0	10	FullDelay	0.110409	110409	1	7
0.185759	Rtr11	0	17	LastDelay	0.0400018	40001.8	1	2
0.185759	Rtr11	0	17	FullDelay	0.0400018	40001.8	1	2
0.187376	Rtr3	0	11	LastDelay	0.0800353	80035.3	1	4
0.187376	Rtr3	0	11	FullDelay	0.0800353	80035.3	1	4
0.187909	Rtr13	0	12	LastDelay	0.0953956	95395.6	1	5
0.187909	Rtr13	0	12	FullDelay	0.0953956	95395.6	1	5
0.187909	Src3	0	12	LastDelay	0.0747715	74771.5	1	5
0.187909	Src3	0	12	FullDelay	0.0747715	74771.5	1	5
0.187909	Src4	0	12	LastDelay	0.0917624	91762.4	1	5
0.187909	Src4	0	12	FullDelay	0.0917624	91762.4	1	5
0.187909	Rtr19	0	12	LastDelay	0.0793176	79317.6	1	5
0.187909	Rtr19	0	12	FullDelay	0.0793176	79317.6	1	5
0.188531	Rtr13	0	11	LastDelay	0.0975659	97565.9	1	5
0.188531	Rtr13	0	11	FullDelay	0.0975659	97565.9	1	5
0.188531	Src3	0	11	LastDelay	0.0800194	80019.4	1	5
0.188531	Src3	0	11	FullDelay	0.0800194	80019.4	1	5
0.188531	Src4	0	11	LastDelay	0.0972087	97208.7	1	5
0.188531	Src4	0	11	FullDelay	0.0972087	97208.7	1	5
0.188531	Rtr19	0	11	LastDelay	0.0800064	80006.4	1	5
0.188531	Rtr19	0	11	FullDelay	0.0800064	80006.4	1	5
0.191	Rtr1	0	11	LastDelay	0.0834757	83475.7	1	5
0.191	Rtr1	0	11	FullDelay	0.0834757	83475.7	1	5
0.192024	Src2	0	12	LastDelay	0.0377148	37714.8	1	3
0.192024	Src2	0	12	FullDelay	0.0377148	37714.8	1	3
0.193589	Rtr13	0	13	LastDelay	0.0923923	92392.3	1	5
0.193589	Rtr13	0	13	FullDelay	0.0923923	92392.3	1	5
0.193589	Src3	0	13	LastDelay	0.0606489	60648.9	1	5
0.193589	Src3	0	13	FullDelay	0.0606489	60648.9	1	5
0.193589	Src4	0	13	LastDelay	0.0939404	93940.4	1	5
0.193589	Src4	0	13	FullDelay	0.0939404	93940.4	1	5
0.193589	Rtr19	0	13	LastDelay	0.082718	82718	1	5
0.193589	Rtr19	0	13	FullDelay	0.082718	82718	1	5
0.197917	Src1	0	12	LastDelay	0.100028	100028	1	6
0.197917	Src1	0	12	FullDelay	0.100028	100028	1	6
0.198203	Rtr13	0	14	LastDelay	0.0866766	86676.6	1	5
0.198203	Rtr13	0	14	FullDelay	0.0866766	86676.6	1	5
0.198203	Src3	0	14	LastDelay	0.0487924	48792.4	1	5
0.198203	Src3	0	14	FullDelay	0.0487924	48792.4	1	5
0.198203	Src4	0	14	LastDelay	0.0970962	97096.2	1	5
0.198203	Src4	0	14	FullDelay	0.0970962	97096.2	1	5
0.198203	Rtr19	0	14	LastDelay	0.0728459	72845.9	1	5
