Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.078623	Src4	0	36	LastDelay	0.0422097	42209.7	1	2
0.078623	Src4	0	36	FullDelay	0.0422097	42209.7	1	2
0.0792551	Src3	0	41	LastDelay	0.0420912	42091.2	1	2
0.0792551	Src3	0	41	FullDelay	0.0420912	42091.2	1	2
0.0792753	Src5	0	38	LastDelay	0.0419739	41973.9	1	2
0.0792753	Src5	0	38	FullDelay	0.0419739	41973.9	1	2
0.0793011	Src2	0	16	LastDelay	0.0637354	63735.4	1	3
0.0793011	Src2	0	16	FullDelay	0.0637354	63735.4	1	3
0.0796813	Src4	0	37	LastDelay	0.0417728	41772.8	1	2
0.0796813	Src4	0	37	FullDelay	0.0417728	41772.8	1	2
0.0801119	Src3	0	42	LastDelay	0.042489	42489	1	2
0.0801119	Src3	0	42	FullDelay	0.042489	42489	1	2
0.0801321	Src5	0	39	LastDelay	0.0423414	42341.4	1	2
0.0801321	Src5	0	39	FullDelay	0.0423414	42341.4	1	2
0.0801563	Src2	0	17	LastDelay	0.0634141	63414.1	1	3
0.0801563	Src2	0	17	FullDelay	0.0634141	63414.1	1	3
0.0809687	Src3	0	43	LastDelay	0.0432395	43239.5	1	2
0.0809687	Src3	0	43	FullDelay	0.0432395	43239.5	1	2
0.0809889	Src5	0	40	LastDelay	0.0430542	43054.2	1	2
0.0809889	Src5	0	40	FullDelay	0.0430542	43054.2	1	2
0.0810114	Src2	0	18	LastDelay	0.0641998	64199.8	1	3
0.0810114	Src2	0	18	FullDelay	0.0641998	64199.8	1	3
0.0810766	Src4	0	38	LastDelay	0.0417728	41772.8	1	2
0.0810766	Src4	0	38	FullDelay	0.0417728	41772.8	1	2
0.0818255	Src3	0	44	LastDelay	0.0438216	43821.6	1	2
0.0818255	Src3	0	44	FullDelay	0.0438216	43821.6	1	2
0.0818457	Src5	0	41	LastDelay	0.0429019	42901.9	1	2
0.0818457	Src5	0	41	FullDelay	0.0429019	42901.9	1	2
0.0818666	Src2	0	19	LastDelay	0.0639011	63901.1	1	3
0.0818666	Src2	0	19	FullDelay	0.0639011	63901.1	1	3
0.0819334	Src4	0	39	LastDelay	0.0423687	42368.7	1	2
0.0819334	Src4	0	39	FullDelay	0.0423687	42368.7	1	2
0.0826823	Src3	0	45	LastDelay	0.0439747	43974.7	1	2
0.0826823	Src3	0	45	FullDelay	0.0439747	43974.7	1	2
0.0827025	Src5	0	42	LastDelay	0.0419338	41933.8	1	2
0.0827025	Src5	0	42	FullDelay	0.0419338	41933.8	1	2
0.0827218	Src2	0	20	LastDelay	0.0645658	64565.8	1	3
0.0827218	Src2	0	20	FullDelay	0.0645658	64565.8	1	3
0.0827902	Src4	0	40	LastDelay	0.0431456	43145.6	1	2
0.0827902	Src4	0	40	FullDelay	0.0431456	43145.6	1	2
0.0835391	Src3	0	46	LastDelay	0.0433873	43387.3	1	2
0.0835391	Src3	0	46	FullDelay	0.0433873	43387.3	1	2
0.083577	Src2	0	21	LastDelay	0.0650748	65074.8	1	3
0.083577	Src2	0	21	FullDelay	0.0650748	65074.8	1	3
0.083647	Src4	0	41	LastDelay	0.0429898	42989.8	1	2
0.083647	Src4	0	41	FullDelay	0.0429898	42989.8	1	2
0.084383	Src5	0	43	LastDelay	0.0417728	41772.8	1	2
0.084383	Src5	0	43	FullDelay	0.0417728	41772.8	1	2
0.0843959	Src3	0	47	LastDelay	0.0437027	43702.7	1	2
0.0843959	Src3	0	47	FullDelay	0.0437027	43702.7	1	2
0.0844322	Src2	0	22	LastDelay	0.0650593	65059.3	1	3
0.0844322	Src2	0	22	FullDelay	0.0650593	65059.3	1	3
0.0845038	Src4	0	42	LastDelay	0.0419779	41977.9	1	2
0.0845038	Src4	0	42	FullDelay	0.0419779	41977.9	1	2
0.0852398	Src5	0	44	LastDelay	0.0418863	41886.3	1	2
0.0852398	Src5	0	44	FullDelay	0.0418863	41886.3	1	2
0.0852527	Src3	0	48	LastDelay	0.044093	44093	1	2
0.0852527	Src3	0	48	FullDelay	0.044093	44093	1	2
0.0852874	Src2	0	23	LastDelay	0.0642197	64219.7	1	3
0.0852874	Src2	0	23	FullDelay	0.0642197	64219.7	1	3
0.0853606	Src4	0	43	LastDelay	0.0425222	42522.2	1	2
0.0853606	Src4	0	43	FullDelay	0.0425222	42522.2	1	2
0.0860966	Src5	0	45	LastDelay	0.0420792	42079.2	1	2
0.0860966	Src5	0	45	FullDelay	0.0420792	42079.2	1	2
0.0861095	Src3	0	49	LastDelay	0.0444804	44480.4	1	2
0.0861095	Src3	0	49	FullDelay	0.0444804	44480.4	1	2
0.0861426	Src2	0	24	LastDelay	0.0637099	63709.9	1	3
0.0861426	Src2	0	24	FullDelay	0.0637099	63709.9	1	3
0.0862174	Src4	0	44	LastDelay	0.0420528	42052.8	1	2
0.0862174	Src4	0	44	FullDelay	0.0420528	42052.8	1	2
0.0869534	Src5	0	46	LastDelay	0.0429234	42923.4	1	2
0.0869534	Src5	0	46	FullDelay	0.0429234	42923.4	1	2
0.0869663	Src3	0	50	LastDelay	0.0444738	44473.8	1	2
0.0869663	Src3	0	50	FullDelay	0.0444738	44473.8	1	2
0.0869978	Src2	0	25	LastDelay	0.0626671	62667.1	1	3
0.0869978	Src2	0	25	FullDelay	0.0626671	62667.1	1	3
0.0870742	Src4	0	45	LastDelay	0.0420142	42014.2	1	2
0.0870742	Src4	0	45	FullDelay	0.0420142	42014.2	1	2
0.0878102	Src5	0	47	LastDelay	0.0426329	42632.9	1	2
0.0878102	Src5	0	47	FullDelay	0.0426329	42632.9	1	2
0.0878231	Src3	0	51	LastDelay	0.0441935	44193.5	1	2
0.0878231	Src3	0	51	FullDelay	0.0441935	44193.5	1	2
